IID	value
id_59_6	1.11216332204646
id_69_6	0.0792180678957214
id_79_6	1.92309353826279
id_19_6	-0.797379182837975
id_20_6	0.301233105830134
id_30_6	0.471132142625532
id_40_6	2.21077561071457
id_50_6	-0.391914074729811
id_60_6	-1.03294525415074
id_70_6	-0.509697110386194
id_80_6	-1.89599147150608
id_1_7	-2.94248775903518
id_2_7	-4.78636322940225
id_21_7	-3.11238679583058
id_31_7	-1.4384103622589
id_41_7	0.353349106969149
id_51_7	-4.49868115695047
id_61_7	-4.78636322940225
id_71_7	-3.97543301318592
id_3_7	-3.56996790507775
id_4_7	-0.797379182837975
id_22_7	0.0656670345173682
id_32_7	-0.679596147181592
id_42_7	-0.274131039073428
id_52_7	-6.29044062617852
id_62_7	-3.04671976131321
id_72_7	0.706698213938298
id_5_7	-4.2631150856377
id_6_7	-2.99460376017419
id_23_7	-0.391914074729811
id_33_7	-0.391914074729811
id_43_7	-2.01377450716247
id_53_7	-0.274131039073428
id_63_7	-0.915162218494358
id_73_7	2.09299257505819
id_7_7	-3.80553397639052
id_8_7	2.09299257505819
id_24_7	1.68752746695002
id_34_7	2.49845768316635
id_44_7	0.706698213938298
id_54_7	-1.6083093990543
id_64_7	-2.18367354395786
id_74_7	1.51762843015463
id_9_7	-0.84949518397699
id_10_7	0.876597250733696
id_25_7	-6.17265759052214
id_35_7	-5.36172737430581
id_45_7	-3.68775094073414
id_55_7	0.301233105830134
id_65_7	3.88475204428624
id_75_7	-1.32062732660252
id_11_7	4.93124833181534
id_12_7	2.61624071882274
id_26_7	3.07382182806991
id_36_7	2.49845768316635
id_46_7	3.30938789938268
id_56_7	-1.49052636339792
id_66_7	4.64356625936356
id_76_7	0.588915178281915
id_13_7	-4.4330141224331
id_14_7	3.13948886258728
id_27_7	-0.967278219633373
id_37_7	1.63541146581101
id_47_7	-1.25496029208515
id_57_7	-1.66042540019332
id_67_7	-1.20284429094614
id_77_7	0.994380286390079
id_15_7	-1.20284429094614
id_16_7	-2.99460376017419
id_28_7	1.16427932318548
id_38_7	-0.679596147181592
id_48_7	-1.08506125528976
id_58_7	-1.49052636339792
id_68_7	-1.20284429094614
id_78_7	1.39984539449824
id_17_7	-0.222015037934413
id_18_7	-1.32062732660252
id_29_7	-2.01377450716247
id_39_7	-1.4384103622589
id_49_7	-1.20284429094614
id_59_7	-0.222015037934413
id_69_7	-0.915162218494358
id_79_7	-0.10423200227803
id_19_7	2.78613975561813
id_20_7	2.78613975561813
id_30_7	4.00253507994262
id_40_7	4.69568226050257
id_50_7	0.183450070173751
id_60_7	1.51762843015463
id_70_7	1.28206235884186
id_80_7	2.90392279127452
id_1_8	-1.89599147150608
id_2_8	-0.797379182837975
id_21_8	-3.80553397639052
id_31_8	-3.80553397639052
id_41_8	-3.68775094073414
id_51_8	-7.96441705975019
id_61_8	-10.1616416370864
id_71_8	-9.46849445652646
id_3_8	-3.80553397639052
id_4_8	-3.51785190393874
id_22_8	0.994380286390079
id_32_8	-2.70692168772241
id_42_8	-3.63563493959512
id_52_8	-0.509697110386194
id_62_8	0.588915178281915
id_72_8	0.876597250733696
id_5_8	-0.274131039073428
id_6_8	-1.13717725642877
id_23_8	0.484683176003885
id_33_8	-0.156348003417045
id_43_8	2.15865960957556
id_53_8	4.35588418691177
id_63_8	4.06820211445999
id_73_8	4.35588418691177
id_7_8	-2.01377450716247
id_8_8	-6.05487455486575
id_24_8	-8.77534727596652
id_34_8	-9.2329283852137
id_44_8	-9.0630293484183
id_54_8	-5.07404530185403
id_64_8	-2.70692168772241
id_74_8	-7.15348684353386
id_9_8	-1.08506125528976
id_10_8	0.131334069034736
id_25_8	-0.797379182837975
id_35_8	0.419016141486517
id_45_8	1.80531050260641
id_55_8	0.0135510333783533
id_65_8	-0.10423200227803
id_75_8	1.80531050260641
id_11_8	-0.84949518397699
id_12_8	2.61624071882274
id_26_8	2.27644264523194
id_36_8	-0.156348003417045
id_46_8	-0.444030075868826
id_56_8	-0.679596147181592
id_66_8	2.73402375447912
id_76_8	0.824481249594681
id_13_8	2.96958982579188
id_14_8	0.942264285251064
id_27_8	0.772365248455666
id_37_8	2.56412471768372
id_47_8	-0.391914074729811
id_57_8	2.56412471768372
id_67_8	1.22994635770285
id_77_8	-0.274131039073428
id_15_8	2.61624071882274
id_16_8	0.942264285251064
id_28_8	0.131334069034736
id_38_8	2.21077561071457
id_48_8	0.471132142625532
id_58_8	2.61624071882274
id_68_8	1.75319450146739
id_78_8	0.0135510333783533
id_17_8	-0.339798073590796
id_18_8	3.24372086486531
id_29_8	1.68752746695002
id_39_8	1.45196139563726
id_49_8	1.85742650374542
id_59_8	3.47928693617808
id_69_8	0.994380286390079
id_79_8	2.66835671996175
id_19_8	0.5367991771429
id_20_8	4.40800018805079
id_30_8	-0.561813111525209
id_40_8	-1.6083093990543
id_50_8	3.42717093503906
id_60_8	3.0217058269309
id_70_8	2.78613975561813
id_80_8	1.9752095394018
id_1_9	-1.20284429094614
id_2_9	-0.391914074729811
id_21_9	-1.4384103622589
id_31_9	0.588915178281915
id_41_9	-1.89599147150608
id_51_9	-0.797379182837975
id_61_9	-0.915162218494358
id_71_9	1.56974443129364
id_3_9	-4.38089812129408
id_4_9	-0.74526318169896
id_22_9	-3.40006886828236
id_32_9	-1.20284429094614
id_42_9	-3.80553397639052
id_52_9	-4.38089812129408
id_62_9	-1.37274332774154
id_72_9	-2.01377450716247
id_5_9	0.588915178281915
id_6_9	-0.509697110386194
id_23_9	1.22994635770285
id_33_9	1.80531050260641
id_43_9	-0.797379182837975
id_53_9	2.49845768316635
id_63_9	-0.274131039073428
id_73_9	1.39984539449824
id_7_9	0.471132142625532
id_8_9	-0.0521160011390149
id_24_9	0.758814215077313
id_34_9	3.07382182806991
id_44_9	3.47928693617808
id_54_9	-0.457581109247179
id_64_9	3.47928693617808
id_74_9	0.876597250733696
id_9_9	4.52578322370717
id_10_9	1.92309353826279
id_25_9	0.249117104691119
id_35_9	3.42717093503906
id_45_9	-0.0385649677606616
id_55_9	1.51762843015463
id_65_9	0.0135510333783533
id_75_9	-2.18367354395786
id_11_9	0.5367991771429
id_12_9	-1.25496029208515
id_26_9	-1.7782084358497
id_36_9	-1.9481074726451
id_46_9	2.21077561071457
id_56_9	1.22994635770285
id_66_9	0.994380286390079
id_76_9	-1.08506125528976
id_13_9	-2.30145657961425
id_14_9	-3.97543301318592
id_27_9	-5.64940944675759
id_37_9	-7.27126987919025
id_47_9	-3.97543301318592
id_57_9	-2.47135561640965
id_67_9	0.419016141486517
id_77_9	-4.55079715808948
id_15_9	-2.87682072451781
id_16_9	-0.156348003417045
id_28_9	-1.20284429094614
id_38_9	-1.89599147150608
id_48_9	-0.391914074729811
id_58_9	-3.28228583262597
id_68_9	-2.87682072451781
id_78_9	-1.37274332774154
id_17_9	-0.10423200227803
id_18_9	1.22994635770285
id_29_9	5.10114736861073
id_39_9	4.98336433295435
id_49_9	2.38067464750997
id_59_9	-0.156348003417045
id_69_9	2.21077561071457
id_79_9	2.61624071882274
id_19_9	-2.82470472337879
id_20_9	-0.222015037934413
id_30_9	-0.509697110386194
id_40_9	0.301233105830134
id_50_9	1.56974443129364
id_60_9	-0.797379182837975
id_70_9	-2.13155754281885
id_80_9	3.47928693617808
id_1_10	2.38067464750997
id_2_10	0.588915178281915
id_21_10	0.876597250733696
id_31_10	-0.627480146042577
id_41_10	-0.274131039073428
id_51_10	1.56974443129364
id_61_10	2.09299257505819
id_71_10	-1.6083093990543
id_3_10	-1.66042540019332
id_4_10	4.12031811559901
id_22_10	4.23810115125539
id_32_10	0.824481249594681
id_42_10	1.63541146581101
id_52_10	0.5367991771429
id_62_10	4.00253507994262
id_72_10	3.71485300749084
id_5_10	0.0135510333783533
id_6_10	-0.679596147181592
id_23_10	1.11216332204646
id_33_10	-1.49052636339792
id_43_10	0.876597250733696
id_53_10	1.22994635770285
id_63_10	3.1916048637263
id_73_10	1.39984539449824
id_7_10	-3.09883576245222
id_8_10	2.15865960957556
id_24_10	1.92309353826279
id_34_10	-0.156348003417045
id_44_10	1.22994635770285
id_54_10	-1.66042540019332
id_64_10	2.04087657391917
id_74_10	4.29021715239441
id_9_10	-6.4082236618349
id_10_10	-3.85764997752954
id_25_10	-1.4384103622589
id_35_10	1.9752095394018
id_45_10	-0.967278219633373
id_55_10	-6.29044062617852
id_65_10	-6.7480217354257
id_75_10	-0.84949518397699
id_11_10	-4.02754901432493
id_12_10	0.706698213938298
id_26_10	-4.14533204998132
id_36_10	-3.73986694187315
id_46_10	-3.16450279696959
id_56_10	-2.18367354395786
id_66_10	-2.35357258075326
id_76_10	-2.30145657961425
id_13_10	0.183450070173751
id_14_10	2.09299257505819
id_27_10	-0.391914074729811
id_37_10	0.994380286390079
id_47_10	0.419016141486517
id_57_10	-2.30145657961425
id_67_10	-0.509697110386194
id_77_10	-1.49052636339792
id_15_10	-3.40006886828236
id_16_10	2.38067464750997
id_28_10	0.301233105830134
id_38_10	-0.915162218494358
id_48_10	-2.70692168772241
id_58_10	1.51762843015463
id_68_10	-1.49052636339792
id_78_10	2.09299257505819
id_17_10	-2.99460376017419
id_18_10	-3.85764997752954
id_29_10	-1.6083093990543
id_39_10	-1.7782084358497
id_49_10	-4.66858019374586
id_59_10	-8.13431609654559
id_69_10	-6.05487455486575
id_79_10	-2.75903768886143
id_19_10	1.56974443129364
id_20_10	0.824481249594681
id_30_10	2.49845768316635
id_40_10	-1.84387547036707
id_50_10	2.49845768316635
id_60_10	2.90392279127452
id_70_10	2.90392279127452
id_80_10	1.39984539449824
id_1_11	-3.80553397639052
id_2_11	-2.30145657961425
id_21_11	-2.99460376017419
id_31_11	-4.49868115695047
id_41_11	-3.28228583262597
id_51_11	-6.5781226986303
id_61_11	-5.19182833751041
id_71_11	-4.66858019374586
id_3_11	-3.68775094073414
id_4_11	1.28206235884186
id_22_11	-1.9481074726451
id_32_11	-1.7782084358497
id_42_11	-2.87682072451781
id_52_11	-2.06589050830148
id_62_11	-4.66858019374586
id_72_11	-0.561813111525209
id_5_11	-4.55079715808948
id_6_11	-1.37274332774154
id_23_11	-5.36172737430581
id_33_11	-5.88497551807036
id_43_11	-3.73986694187315
id_53_11	-1.08506125528976
id_63_11	-2.06589050830148
id_73_11	-0.915162218494358
id_7_11	0.183450070173751
id_8_11	-0.561813111525209
id_24_11	-1.89599147150608
id_34_11	0.0135510333783533
id_44_11	-2.99460376017419
id_54_11	1.85742650374542
id_64_11	-0.509697110386194
id_74_11	-3.40006886828236
id_9_11	-2.92893672565682
id_10_11	-0.84949518397699
id_25_11	-1.71254140133233
id_35_11	-3.33440183376499
id_45_11	-2.23578954509688
id_55_11	-1.9481074726451
id_65_11	-0.156348003417045
id_75_11	0.419016141486517
id_11_11	-2.64125465320504
id_12_11	2.90392279127452
id_26_11	2.90392279127452
id_36_11	1.51762843015463
id_46_11	-2.06589050830148
id_56_11	1.34772939335923
id_66_11	-2.06589050830148
id_76_11	3.47928693617808
id_13_11	-1.66042540019332
id_14_11	-2.35357258075326
id_27_11	-2.58913865206603
id_37_11	-0.156348003417045
id_47_11	-2.35357258075326
id_57_11	-3.16450279696959
id_67_11	-4.14533204998132
id_77_11	-0.797379182837975
id_15_11	-2.99460376017419
id_16_11	-2.99460376017419
id_28_11	-4.95626226619764
id_38_11	-5.88497551807036
id_48_11	-5.36172737430581
id_58_11	-1.7782084358497
id_68_11	0.0135510333783533
id_78_11	-1.49052636339792
id_17_11	2.78613975561813
id_18_11	2.21077561071457
id_29_11	4.12031811559901
id_39_11	3.13948886258728
id_49_11	4.57789922484619
id_59_11	1.11216332204646
id_69_11	4.29021715239441
id_79_11	4.12031811559901
id_19_11	-4.49868115695047
id_20_11	-3.23016983148696
id_30_11	-3.51785190393874
id_40_11	-3.40006886828236
id_50_11	-3.51785190393874
id_60_11	-3.11238679583058
id_70_11	-1.72609243471069
id_80_11	-0.339798073590796
id_1_12	0.301233105830134
id_2_12	-2.06589050830148
id_21_12	0.0135510333783533
id_31_12	-3.68775094073414
id_41_12	-0.274131039073428
id_51_12	-1.37274332774154
id_61_12	2.09299257505819
id_71_12	-2.18367354395786
id_3_12	1.51762843015463
id_4_12	-6.63023869976932
id_22_12	-2.35357258075326
id_32_12	-0.274131039073428
id_42_12	-3.28228583262597
id_52_12	-2.18367354395786
id_62_12	-5.64940944675759
id_72_12	-5.53162641110121
id_5_12	-1.08506125528976
id_6_12	-3.16450279696959
id_23_12	-1.37274332774154
id_33_12	1.11216332204646
id_43_12	-2.75903768886143
id_53_12	-3.16450279696959
id_63_12	-4.72069619488488
id_73_12	-2.35357258075326
id_7_12	-0.391914074729811
id_8_12	-1.08506125528976
id_24_12	-1.7782084358497
id_34_12	1.11216332204646
id_44_12	-5.64940944675759
id_54_12	0.183450070173751
id_64_12	-2.18367354395786
id_74_12	-3.68775094073414
id_9_12	-4.2631150856377
id_10_12	-4.2631150856377
id_25_12	-2.01377450716247
id_35_12	2.09299257505819
id_45_12	0.706698213938298
id_55_12	-4.78636322940225
id_65_12	-5.19182833751041
id_75_12	-1.32062732660252
id_11_12	-1.49052636339792
id_12_12	-2.06589050830148
id_26_12	-0.509697110386194
id_36_12	-4.21099908449868
id_46_12	-1.7782084358497
id_56_12	-1.7782084358497
id_66_12	-2.35357258075326
id_76_12	-3.16450279696959
id_13_12	-0.274131039073428
id_14_12	3.59706997183446
id_27_12	2.21077561071457
id_37_12	3.1916048637263
id_47_12	2.21077561071457
id_57_12	4.40800018805079
id_67_12	0.301233105830134
id_77_12	4.69568226050257
id_15_12	-2.41923961527063
id_16_12	-1.66042540019332
id_28_12	-2.82470472337879
id_38_12	-2.53702265092701
id_48_12	-1.08506125528976
id_58_12	-3.56996790507775
id_68_12	-3.97543301318592
id_78_12	-2.06589050830148
id_17_12	-5.02192930071501
id_18_12	-6.34255662731753
id_29_12	-8.25209913220197
id_39_12	-6.29044062617852
id_49_12	-5.07404530185403
id_59_12	-3.28228583262597
id_69_12	-5.07404530185403
id_79_12	-6.34255662731753
id_19_12	-5.81930848355299
id_20_12	-4.66858019374586
id_30_12	-3.62208390621677
id_40_12	-2.64125465320504
